cod_cli;razao;endereco;uf;Cidade;Bairro;CEP;Telefone;cnpj;Insc;cod_canal;hierarquia
2872460;Alfa Supermercado Ltda EPP;R Dezenove de Setembro 1589, SW;MT;Sapezal;Jardim Ype;78365-000;65 33831172;7819145000168;133148556;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2873038;P E de Araujo ME;Av Jaime Campos 1055;MT;Castanheira;Centro;78345-000;66 35811137;7945155000140;133183092;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2873062;Corrente Luz & Oliveira Ltda ME;Rua 31 Dezembro 236, Term Rodov;MT;Rondonopolis;Jardim Belo Horizonte;78705-600;66 34270744;4658128000106;132039958;5534708;L6 BRNC BK CO Agil Trd e Cnv
2873066;Everly Kelly Viola;Av 7 de Setembro 377;MT;Alto Garcas;Centro;78770-000;66 34711659;7897928000160;133171590;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2873069;M E Agostinho de Barros ME;Rua Marilia 2782;MT;Juara;Parque Alvorada;78575-000;66 35561409;7361145000167;133021904;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2873070;Leonice Rodrigues Da Costa ME;Av Cel Cajang 1890, Esq 13 Mai;MT;Alto Garcas;Centro;78770-000;66 34711255;7538016000100;133078426;5534716;L6 BRNC BK CO Agil Trd e Dms
2873402;V Nunes Ribeiro;Rua Dep Heronides Araujo SN;MT;Torixoreu;Centro;78695-000;66 34061607;7768745000144;133134938;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2873440;Sirlene Martins & Cia Ltda ME;Av Das Orquideas 1540;MT;Sorriso;Dist Boa Esperanca;78896-000;66 99752318;7639715000138;133823652;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2873654;Valdemar Manoel dos Santos;Rua 06 1045S;MT;Tangara da Serra;Jardim Shangrila;78300-000;65 33254117;36969400000157;131308564;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2873741;P B Ribeiro & Cia Ltda;Av General Mello 3480;MT;Cuiaba;Jardim California;78070-300;65 36346727;6334011000194;132621410;5534716;L6 BRNC BK CO Agil Trd e Dms
2875892;Mercearia A Serrano Ltda ME;Av Los Angeles 314;MT;Sorriso;Jardim California;78890-000;66 35443049;333330000107;131588222;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2876031;Santogo Alimentos Ltda;Av Marechal Rondon 3149;MT;Pontes e Lacerda;Jardim Bela Vista II;78250-000;65 32663409;9493027000138;133538907;5534707;L6 BRNC BK CO Agil AS 5
2876553;Ogenis Jose da Silva;Av Rodovia Mt 170 SN, Km 340;MT;Brasnorte;Agua da Prata;78350-000;66 35761019;5769213000104;132243660;5534716;L6 BRNC BK CO Agil Trd e Dms
2876822;L G da Silva Souza Comercio ME;Rua Francisco J Mendonca 918N;MT;Tangara da Serra;Vila Horizonte;78300-000;65 33262977;8878543000118;133395545;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2876902;Sao Gabriel Com Gen Alim EIRELI;Av I 8, Quadra14;MT;Cuiaba;Residencial Altos Do Parque I;78096-392;65 36671941;8839296000140;133385191;5534716;L6 BRNC BK CO Agil Trd e Dms
2877930;A Martins Da Silva ME;Rua Dona Maria Do Ca SN, Qd 13 Lt11;MT;Varzea Grande;Jardim Maringa;78120-570;65 36912345;9252903000134;133480623;5534716;L6 BRNC BK CO Agil Trd e Dms
2878190;Prestes Pinto & Cia Ltda ME;Av Brasil 878;MT;Tapurah;Centro;78573-000;66 35471486;74149469000123;131511564;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2878191;Leblon Com & Transporte de Comb;Av Miguel Sutil 2690;MT;Cuiaba;Jardim Leblon;78060-000;65 30524005;7039893000128;133160947;5534708;L6 BRNC BK CO Agil Trd e Cnv
2878270;Supermercado Serragem Ltda ME;R Rachid Jaudy SN, Km 118;MT;Nobres;Serragem;78460-000;65 33762884;8864623000114;133391850;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2878297;M A Pereira Comercio;Rua Maria Isabel Jesus 184E;MT;Nova Olimpia;Santa Rosa;78370-000;65 33322285;9019427000106;133433153;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2878303;Maria Aparecida Sossai ME;Rua Sebastiao Barto 135S;MT;Tangara da Serra;Centro;78300-000;66 33265919;9160568000144;133462560;5534716;L6 BRNC BK CO Agil Trd e Dms
2878794;Mercado & Dist Bebida Amazonas Ltda;Rua Cuiaba SN;MT;Pocone;Areao;78175-000;65 33453414;9201424000199;133469220;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2878870;Auto Posto Canela Ltda;Av Couto Magalhaes 2918, Lot Centro;MT;Varzea Grande;Centro Norte;78110-400;66 34237583;8603562000212;133422372;5534708;L6 BRNC BK CO Agil Trd e Cnv
2878965;Miracy Teles De Amorim Franca ME;R Santana 704;MT;Chapada Dos Guimaraes;Sao Sebastiao;78195-000;65 33013384;3949116000160;131971980;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2879052;Jorge B de Medeiros ME;Rua Cipriano Curvo 772;MT;Chapada dos Guimaraes;Centro;78195-000;65 33011272;6119737000104;132479443;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2879079;Kirst Comercio de Combustivel;Av da Producao 1115, N;MT;Lucas do Rio Verde;Area Industrial;78455-000;66 35491149;445400000100;131629107;5534708;L6 BRNC BK CO Agil Trd e Cnv
2879526;Comercio Amazonia de Petroleo Ltda;Av Jorn Arquimedes Pereira Lim 2291;MT;Cuiaba;Boa Esperanca;78005-000;65 99837389;9001879001051;133452182;5534708;L6 BRNC BK CO Agil Trd e Cnv
2879861;Campos Supermercados Ltda ME;Rua Alencar Bortolanza 649;MT;Sorriso;Industrial;78890-000;66 35442381;4929810000188;132077728;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2880010;Jucelia da Silva Sales;Rua Jose Lucio de Oliviera SN;MT;Nortelandia;Cohab Santo Antonio;78430-000;66 33461003;9014581000195;133432084;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2880511;M C Panificadora Alvorada Ltda;Rua Sibipirunas 693W;MT;Nova Mutum;Parque do Sol;78450-000;65 33082061;8608437000114;133549283;5534716;L6 BRNC BK CO Agil Trd e Dms
2881543;Mercearia da Gosto Ltda;Rua Tatiane 12;MT;Nova Maringa;Jardim Mayra;78445-000;65 35371503;9552239000149;133550966;5534716;L6 BRNC BK CO Agil Trd e Dms
2881545;Superm Vista Alegre Ltda;Avenida Brasil 1213;MT;Jauru;Vista Alegre;78255-000;65 32441016;9639506000110;133569934;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2881546;Bertamafe Supermercado Ltda ME;Rua Dorival Souza 74;MT;Tabapora;Centro;78563-000;66 35571159;9677050000182;133576248;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2882330;A B Sales Sorveteria ME;Avenida Sao Paulo 793, Ne;MT;Campo Novo do Parecis;Centro;78360-000;65 33822035;9626678000159;133565963;5534710;L6 BRNC BK CO Agil Atc
2883319;Jose Carlos De Souza ME;R F SN, Qd 1 Lt 2;MT;Sorriso;Boa Esperana II;78890-000;66 92037002;5505551000120;132392267;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2883478;Supermercado Multimarca Ltda ME;Avenida Xavantes 953;MT;Barra do Bugres;Maracana;78390-000;65 33611522;9031670000140;133436497;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2883479;Mercado Delta Buritis Ltda ME;Rua 03 A 1806W, Esquina Co;MT;Tangara da Serra;Jardim Tangara Ii;78300-000;65 33252868;24722415000137;133327604;5534716;L6 BRNC BK CO Agil Trd e Dms
2883481;J V Brilhante & Cia Ltda ME;Avenida das Candeias 620;MT;Guaranta do Norte;Cidade Nova;78520-000;66 35521117;9089510000151;133447782;5534716;L6 BRNC BK CO Agil Trd e Dms
2898470;Marinho & Cardoso Ltda;Av Beturmaco 559;MT;Porto Alegre do Norte;Centro;78655-000;66 35569115;15962186000137;130451460;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2898546;Robson Ferreira Leite & Leite Ltda;Av Newton Rabelo Castro 48;MT;Cuiaba;Pedra 90;78099-005;65 36671545;8043388000110;133201732;5534716;L6 BRNC BK CO Agil Trd e Dms
2898605;Padaria America Ltda;Av Buenos Aires 31;MT;Cuiaba;Jardim das Americas;78060-634;65 36283060;7256473000101;132991730;5534716;L6 BRNC BK CO Agil Trd e Dms
2898651;Vilmar Kruger ME;Av Bandeirantes 2167, Sl10;MT;Paranatinga;Centro;78870-000;66 35731819;8207006000146;133229580;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2898703;Carbo Comercio De Alimentos Ltda Ep;Av Tancredo Neves 848, Setor Sul;MT;Colider;Centro;78500-000;66 35411662;4598557000127;133072797;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2898712;Humberto Luiz Borges ME;Rua Cascavel 1184;MT;Brasnorte;Centro;78350-000;66 35921124;5523280000136;132150735;5534716;L6 BRNC BK CO Agil Trd e Dms
2898764;Vercedino Francisco Triches ME;Av dos Canarios 351W;MT;Nova Mutum;Centro;78450-000;65 33081251;1341597000109;131699130;5534716;L6 BRNC BK CO Agil Trd e Dms
2898765;Celso Lazzaretti EPP;Rua Santa Catarina 28;MT;Nova Mutum;Gleba Ranchao;78450-000;65 33381010;37434933000105;131378619;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2898785;Mariluza Moreira de Oliveira ME;Av Prefeito Joao Macauba 616;MT;Nortelandia;Joaquim da Silva;78430-000;65 96385315;7614395000161;133099121;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2898817;Santana Aranha & Aranha Ltda;Rua Frei Carlos Valletti 760;MT;Pocone;Cruz Preta;78175-000;65 33451095;8493241000121;133301664;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2898831;Luiz De Assis & Silva Filho;R Joaquim Murtinho SN;MT;Pocone;Vila Aurora;78175-000;65 33451150;70435615000126;131470825;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899037;Rosangela Real da Silva;Rua Mato Grosso 882;MT;Nobres;Sao Jose;78460-000;65 33762288;1796407000130;133016820;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899070;M S Togni;Av Natalicio Soares Penido 838;MT;Pontes E Lacerda;Jardim Boa Esperanca;78250-000;65 99039080;8045581000190;133201902;5534710;L6 BRNC BK CO Agil Atc
2899076;Ueliton Miranda Almeida & Cia Ltda;Av Sao Paulo 1790;MT;Pontes E Lacerda;Jardim Primavera;78250-000;65 32662974;8613422000144;133318141;5534716;L6 BRNC BK CO Agil Trd e Dms
2899120;Pad Conf Tuche Ltda EPP;Avenida Colonizador Jose Bianch 780;MT;Marcelandia;Centro;78535-000;66 35361020;4167001000186;131980645;5534716;L6 BRNC BK CO Agil Trd e Dms
2899139;Horodenski Lopes & Cia Ltda ME;Av 4 De Julho 510;MT;Castanheira;Centro;78345-000;66 35811208;2402311000102;130365017;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899141;Supermercado Milenio Ltda ME;Av 4 de Julho 1025;MT;Castanheira;Centro;78345-000;66 35811108;8094933000105;133211819;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899151;M M F Panificadora Ltda;Av dos Estudantes SN;MT;Carlinda;Centro;78587-000;66 35251522;4983025000103;132092336;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899155;R B De Queiroz Mercearia;Avenida Rio Arinos 1879, S;MT;Juara;Jardim Santa Helena;78575-000;66 35562119;251920000182;131577263;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899157;Vilma Aparecida Bobbi & Cia Ltda;R Brasil SN;MT;Porto Dos Gauchos;Gleba Sao Joao;78560-000;66 35671052;3503789000191;131915843;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899158;Rampazio & Rampazio Ltda ME;Rua Romanos 140, Quadra 3;MT;Alta Floresta;Cidade Alta;78580-000;66 35214276;6993678000107;132769530;5534707;L6 BRNC BK CO Agil AS 5
2899161;Auto Posto Arinos Ltda;Avenida Rio Arinos 968, WQd85 Lt13;MT;Juara;Centro;78575-000;66 35563556;5798923000154;133006824;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899164;Comercio G Alim Goncalves Ltda ME;Av Dos Estudantes SN;MT;Carlinda;Centro;78587-000;66 35251311;7534165000192;133076857;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899207;Alianca Com de Combustivel Ltda;Av Gov Julio Campos 09, Quadra 02;MT;Varzea Grande;Parque Industriario Atlantico;78150-238;65 96285080;7728011000131;133244911;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899278;Muller e Muller Ltda ME;Av Cuiaba 2113;MT;Primavera Do Leste;Cidade Primavera Ii;78850-000;66 34989300;7655358000100;133110362;5534716;L6 BRNC BK CO Agil Trd e Dms
2899498;Fadanelli Comercio Varejista EIRELI;Av Do Jau 2010, Sala 01;MT;Sapezal;Jardim Ipe;78365-000;65 33831810;7999866000105;133193110;5534707;L6 BRNC BK CO Agil AS 5
2899705;Salma Cunha E Souza;Rua Sao Sebastiao 737;MT;Chapada dos Guimaraes;Sao Sebastiao;78195-000;65 33013544;5982439000180;132386356;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899748;Auto Posto Coronel Ltda;Av Rod Mt 320 SN, Km 33;MT;Colider;Zona Rural;78500-000;66 35911168;24725400000122;130437972;5534716;L6 BRNC BK CO Agil Trd e Dms
2899762;Auto Posto Sao Vicente Ltda EPP;Av Marechal Rondom 353;MT;Colider;Centro;78500-000;66 35413859;6100908000153;132649438;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899766;Adinaldo F do Nascimento;Rua Machado de Assis 913;MT;Colider;Nossa Senhora da Guia;78500-000;66 35412247;33657891000102;130796530;5534716;L6 BRNC BK CO Agil Trd e Dms
2899767;Cleonice Birtche Bandeira EPP;Av Rodovia Mt 03 SN, Quadra 1 K;MT;Colider;Residencial Cidade Alta;78500-000;66 35412611;5551164000120;132615002;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899770;T J T Supermercados Ltda;Av Brasil 1902;MT;Vera;Centro;78880-000;66 35852550;7405514000176;133036421;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899776;Eduardo D Hissano & Cia Ltda EPP;Av das Embaubas 880;MT;Sinop;Setor Comercial;78550-222;66 35323207;5819730000132;132273837;5534716;L6 BRNC BK CO Agil Trd e Dms
2899782;A A S dos Anjos;Av Brasil 996;MT;Apiacas;Centro;78595-000;66 35931101;3800496000176;131942360;5534716;L6 BRNC BK CO Agil Trd e Dms
2899785;M W Marcilio;Rua Para 57, Quadra 60;MT;Nova Bandeirantes;Centro;78565-000;65 00000000;5930171000133;132343320;5534716;L6 BRNC BK CO Agil Trd e Dms
2899786;Luciano Pessoa Queiroz;Av Jose F Otenio 92, Quadra 44;MT;Nova Bandeirantes;Centro;78565-000;66 35721232;6326871000186;132639092;5534716;L6 BRNC BK CO Agil Trd e Dms
2899787;Lino Da Silva & Cia Ltda ME;Avenida Mato Grosso 65;MT;Nova Monte Verde;Centro;78593-000;66 35971646;7652815000102;133109720;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899788;Valquiria Bis ME;Rua Sao Paulo 05, Quadra 34;MT;Nova Bandeirantes;Centro;78565-000;65 00000000;7370402000127;133035913;5534707;L6 BRNC BK CO Agil AS 5
2899795;Odilo Antonio Verza ME;Av Jose F Otenio 84, Qd 33 Lot;MT;Nova Bandeirantes;Centro;78565-000;66 35721117;6287051000122;132611333;5534716;L6 BRNC BK CO Agil Trd e Dms
2899832;G L Lira ME;Av Talhamares 1304;MT;Caceres;Marajoara;78200-000;65 32232917;5662121000112;132204339;5534716;L6 BRNC BK CO Agil Trd e Dms
2899855;Abastecedora Aparecida Norte Ltda;Av Pres Medici 4212, Loteamento;MT;Rondonopolis;Vila Birigui;78705-000;66 34235810;2760668000677;130661368;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899961;Panificadora Sao Joao Ltda ME;Rua 28 de Outubro 2826;MT;Mirassol D'Oeste;Centro;78280-000;65 32411687;4533775000183;132026864;5534716;L6 BRNC BK CO Agil Trd e Dms
2899964;Ires Stulp EPP;Av Parana 726;MT;Canarana;Nova Canarana;78640-000;66 34783173;5006041000109;132082241;5534710;L6 BRNC BK CO Agil Atc
2900015;Mercado Cidade Ltda ME;Av das Candeias 385;MT;Guaranta do Norte;Cidade Nova;78520-000;66 35522383;5420442000100;132131897;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900018;Maristela Stacke ME;Rua 9 254;MT;Matupa;Jardim das Flores;78525-000;66 35951063;5791048000189;132262266;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2900059;Ivanilda Ramos Neto;R Padre Cassemiro 2823;MT;Caceres;Santa Cruz;78200-000;65 32230253;33010141000144;131279661;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900146;Conveniencia Vip EIRELI ME;Av Odair Luiz Veron 761, Sl1Lt3Qd25;MT;Juina;Modulo 4;78320-000;66 35662525;37436680000109;133178536;5534708;L6 BRNC BK CO Agil Trd e Cnv
2900342;Vedovatto & Cia Ltda;Rua Tom Jobim 21;MT;Primavera Do Leste;Castelandia IV;78850-000;66 34984455;8664123000139;133332411;5534707;L6 BRNC BK CO Agil AS 5
2900447;Milton Nunes de Figueiredo;Rua Mato Grosso 49;MT;Arenapolis;Centro Velho;78420-000;65 81167787;70488424000122;131478990;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900581;Marques Moura & Cia Ltda ME;Av Confap Terminal Rodoviario SN;MT;Comodoro;Centro;78310-000;65 32831827;5881879000141;132355264;5534716;L6 BRNC BK CO Agil Trd e Dms
2900598;Walker & Cia Ltda ME;Av Henrique Xavier Rodovalho 02;MT;Cotriguacu;Centro;78330-000;66 35551879;7115088000136;132971267;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900659;Idari Pedro Lotti ME;Rua Tuiuiu 33;MT;Pedra Preta;Zona Rural;78795-000;66 34471033;3821156000121;133338347;5534716;L6 BRNC BK CO Agil Trd e Dms
2900677;Reni Maria Bortolas ME;Av Santos Dumont SN;MT;Santa Carmem;Centro;78545-000;66 35621269;2593843000174;131831569;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2900683;D Pereira Soares Feliciano;Av Betumarco 1172;MT;Porto Alegre do Norte;Centro;78655-000;66 35691240;1939265000112;133797074;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900856;Signor E Wantz Ltda ME;Rua Paulo Pires Perei 453, Paralelo;MT;Alta Floresta;Setor G;78580-000;66 35218005;8589431000147;133314111;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2901223;Piovezam & Polizel Ltda ME;Rua Goncalves Ledo 1466;MT;Arenapolis;Vila Nova;78420-000;65 33431908;8487990000146;133295222;5534707;L6 BRNC BK CO Agil AS 5
2901231;M Ines Fazio ME;Av Talhamares 1220;MT;Caceres;Jardim Marajoara;78200-000;65 32233626;7650991000105;133109062;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2901284;Frutaria Goiana Ltda ME;Rua Arnaldo Estevao 1292;MT;Rondonopolis;Centro;78700-050;66 34234546;4125237000150;131978667;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2901560;A Z Giequelin & Cia Ltda;Av Perimetral das Samambaias SN;MT;Nova Mutum;Centro;78450-000;65 33082020;8299150000150;133294854;5534708;L6 BRNC BK CO Agil Trd e Cnv
2901926;Mercado Compre Bem Ltda;Av Vitoria Regia 6714;MT;Sinop;Sinop;78552-000;66 35326890;8733813000100;133352986;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2902019;Marisa Simplicio Gomes;Av Mato Grosso 51;MT;Juina;Modulo Iv;78320-000;66 35665798;2977154000163;131857479;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2902586;Ferreira Comercio de Combusti Ltda;Av Rodovia BR 163 SN, KM 821;MT;Sinop;Altos da Gloria;78550-001;66 35159127;36949816000103;131335154;5534708;L6 BRNC BK CO Agil Trd e Cnv
2903237;S T Machado & Machado Ltda ME;Av Colonizador Jose Bianchini 1355;MT;Marcelandia;Centro;78535-000;66 35361166;8799516000150;133375358;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2904102;J F Araujo Dantas ME;Av Romualdo Allievi 1112;MT;Tapurah;Centro;78573-000;66 35472137;5333040000179;132122405;5534716;L6 BRNC BK CO Agil Trd e Dms
2904401;Bernardi & Guarnieri Ltda;Av Tancredo Neves 1650;MT;Nova Ubirata;Centro;78888-000;66 35791134;3393236000123;131900412;5534716;L6 BRNC BK CO Agil Trd e Dms
2904572;Luciano Rodrigues de Barros ME;Rua Marcio Perin 1545;MT;Itauba;Cidade Alta;78510-000;66 35611289;6282707000114;132574713;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2904607;Elias Nascimento Araujo ME;Rua Roberto Colonhesi 749;MT;Primavera do Leste;Parque Eldorado;78850-000;66 34988512;5472226000109;132284430;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2904626;C De A Schultz & Cia Ltda;Av D 344, Terreo;MT;Aripuana;Vila Operaria;78325-000;66 35651083;3648905000160;132555450;5534707;L6 BRNC BK CO Agil AS 5
2904910;Sonia Luzia Da Silva ME;Rua Intendente Antonio Joao SN;MT;Pocone;Boa Nova;78175-000;65 33452204;8798634000143;133375080;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2905497;Aleximar Parreira & Cia Ltda;Av Central 782;MT;Querencia;Centro;78643-000;66 35292070;7371895000110;133025918;5534708;L6 BRNC BK CO Agil Trd e Cnv
2905519;Cremonese Wanduscheer & Cia Ltda;Av Central 03, Quadra 21;MT;Querencia;Setor F;78643-000;66 35291488;8822539000138;133381650;5534707;L6 BRNC BK CO Agil AS 5
2905691;Cantinho do Estudante Cial de Alim;Av Tenente Cel Duarte 1217;MT;Cuiaba;Dom Aquino;78005-000;65 33228735;5475120000169;133614751;5534716;L6 BRNC BK CO Agil Trd e Dms
2905736;M das Gracas Estevao Inacio;Rua 13 de Maio 735;MT;Indiavai;Centro;78295-000;65 36340000;5198716000169;132106965;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2905920;M dos Santos Bampi;Rua das Primaveras 1767, Sala 1 e 2;MT;Sinop;Jardim Botanico;78556-026;66 35315006;8724134000167;133350622;5534716;L6 BRNC BK CO Agil Trd e Dms
2906414;Planetaria Loja de Convenienci Ltda;Av Gov Julio Campos 1000;MT;Sinop;Centro;78552-000;66 35312128;8690555000114;133342190;5534708;L6 BRNC BK CO Agil Trd e Cnv
2906908;Panif & Mercado Chale do Pao Ltda;Rua Ceara 2699;MT;Comodoro;Tertulia;78310-000;65 32831343;7427308000167;133043126;5534716;L6 BRNC BK CO Agil Trd e Dms
2907548;Guarana Maues Ind Com Ltda;Av Isac Povoas 611;MT;Cuiaba;Centro;78020-000;65 30526620;24729949000195;130657980;5534716;L6 BRNC BK CO Agil Trd e Dms
2907647;Mercearia Asa Bela EIRELI;Av Das Siriemas 1010, W QdA Lt2;MT;Nova Mutum;Nossa Senhora Aparecida;78450-000;66 33083371;3913952000194;131953249;5534716;L6 BRNC BK CO Agil Trd e Dms
2907672;Mercado Perimetral Ltda ME;Av Perimetral das Samanbaias 2051;MT;Nova Mutum;Industrial Norte;78450-000;65 33382470;2861430000123;131847970;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2907707;Santana & Cia Ltda;Av Londrina 285;MT;Juina;Centro;78320-000;66 35662235;8585922000110;133312020;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2909766;Marmeleiro Auto Posto Ltda;Av Tenente Coronel Duarte 985;MT;Cuiaba;Centro Sul;78020-450;65 30231007;5082661000399;133207463;5534708;L6 BRNC BK CO Agil Trd e Cnv
2910427;Celio Mendes de Aguiar;Av Principal 21;MT;Sao Jose do Xingu;Vila Santo Antonio;78663-000;66 35081040;34816256000193;131939319;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2910719;Marivani Santos Cordeiro ME;Rua Aparicio Soares dos Santos SN;MT;Arenapolis;Bela Vista;78420-000;65 33432196;8693649000147;133342603;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2910752;Lanchonete Araguaia Ltda;Av Tancredo Neves 1125, Sala 01;MT;Sorriso;Centro;78890-000;66 35448887;7842061000145;133154670;5534708;L6 BRNC BK CO Agil Trd e Cnv
2910759;Mercado Morada do Sol Ltda;R Porto Rico 171, Lt12 Qd16;MT;Sorriso;Jardim Europa;78890-000;66 35443738;4553144000126;132030756;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2911145;Nelsa Bet Malacarne & Cia Ltda;Av 2 21, Qd18 C21;MT;Varzea Grande;Cohab Sete de Maio;78120-000;65 36865433;8832973000107;133384055;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2912320;Sorrinorte Supermercado Ltda ME;Rua Tangara 549;MT;Sorriso;Industrial 2 Etapa;78890-000;66 35443667;2756536000167;131838199;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2912633;Gaivota Comercio de Comb Ltda;Av Veu das Noivas 01, Quadra 01;MT;Varzea Grande;Jardim Ouro Verde;78148-138;65 36866700;3683979000138;131932063;5534708;L6 BRNC BK CO Agil Trd e Cnv
2912826;Antonio Da Silva Dala Nora ME;R 13 De Junho 363;MT;Pocone;Centro;78175-000;65 33452393;7266247000101;132958015;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2912900;Comercial Amazonia de Petroleo Ltda;Av Fernando Correa Costa 2055;MT;Cuiaba;Boa Esperanca;78060-900;65 99729615;9001879000241;133451704;5534708;L6 BRNC BK CO Agil Trd e Cnv
2913687;Batista de Assis & Assis Ltda ME;R Venezuela 08, Esq Com Ru;MT;Varzea Grande;Mapim;78155-402;65 36843746;7200114000124;132918889;5534714;L6 BRNC BK CO Agil KA
2913699;Moura Zambonato Ltda ME;Rua Dom Pedro Ii 162;MT;Rondonopolis;Vila Aurora;78705-000;65 34222787;5236228000107;133420965;5534708;L6 BRNC BK CO Agil Trd e Cnv
2913864;Debora Adriana Samelsson Mendonca;Av Julio Campos 577;MT;Sinop;Centro;78552-000;66 35316171;395685000112;131594729;5534711;L6 BRNC BK CO Agil Far C
